is_number,title,domain,standard_type,source_authority,source_type,verification_status,status,embedding_text,source_document,source_url,reviewed_in,amendment_count,certification_status,supersedes,superseded_by,metadata_rule
IS 737:2008,Wrought aluminium and aluminium alloys sheet and strip for general engineering purposes - Specification,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 737:2008 | Wrought aluminium and aluminium alloys sheet and strip for general engineering purposes - Specification | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 738:1994,Specification for wrought aluminium and aluminium alloys drawn tube for general engineering purposes,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 738:1994 | Specification for wrought aluminium and aluminium alloys drawn tube for general engineering purposes | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 739:1992,Wrought aluminium and aluminium alloys - Wire for general engineering purposes - Specification,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 739:1992 | Wrought aluminium and aluminium alloys - Wire for general engineering purposes - Specification | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 740:1977,Specification for wrought aluminium and aluminium alloys rivet stock,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 740:1977 | Specification for wrought aluminium and aluminium alloys rivet stock | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 1254:2007,Corrugated aluminium sheet,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 1254:2007 | Corrugated aluminium sheet | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 1284:2024,Wrought aluminium alloys bolt and screw stock - Specification,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 1284:2024 | Wrought aluminium alloys bolt and screw stock - Specification | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 1285:2002,Wrought aluminium and aluminium alloys - Extruded round tube and hollow sections,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 1285:2002 | Wrought aluminium and aluminium alloys - Extruded round tube and hollow sections | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 617,Aluminium alloy ingots and castings - Specification,Metallurgy / Aluminium,Product Specification,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 617 | Aluminium alloy ingots and castings - Specification | Metallurgy / Aluminium | Product Specification,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 4026,Wrought aluminium and aluminium alloy rivet stock / related aluminium product standard,Metallurgy / Aluminium,Product Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 4026 | Wrought aluminium and aluminium alloy rivet stock / related aluminium product standard | Metallurgy / Aluminium | Product Standard,BIS Metallography / Metallurgical Engineering standards material,https://www.services.bis.gov.in/tmp/compendium_2025-06-05-11-59-24.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 8519:2024,"Guide for Selection of Occupational Protective Clothing - Body Protection (Selection, Care, and Maintenance)",Occupational Safety / PPE,Guideline,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,"IS 8519:2024 | Guide for Selection of Occupational Protective Clothing - Body Protection (Selection, Care, and Maintenance) | Occupational Safety / PPE | Guideline",BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
IS 6994 (Part 1):2021,Protective Gloves against Dangerous Chemicals and Micro-organisms - Terminology and performance requirements for chemical risks,Occupational Safety / PPE,Product/Test Standard,BIS,BIS compendium / BIS programme of work / BIS official capsule-course material,BIS-source identified; verify current Know Your Standard record before production,Active/Current candidate,IS 6994 (Part 1):2021 | Protective Gloves against Dangerous Chemicals and Micro-organisms - Terminology and performance requirements for chemical risks | Occupational Safety / PPE | Product/Test Standard,BIS Compendium of Indian Standards on Protective Textiles / PPE,https://www.services.bis.gov.in/tmp/compendium_2025-05-28-03-19-26.pdf,,,,,,Blank lifecycle/certification fields must be resolved from the current BIS Know Your Standard record before production recommendation.
